Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_Name,SRA Study,INSDC_center_alias,create_date,version,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,Submitter_Id,common_name,Collection_Date,Strain,Isolation_source,specific_host,anonymized_name,COUNTRY,host_status,sub_species,supplier_name,ArrayExpress-SPECIES,Subject_ID,Scientific_Name,Collection_month,Collection_year,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_health_state,Isolate,PMID,Region,Tax_ID,Alias,ENA_checklist,SRA_accession,Title,Serovar,selection_source
ERR337836,WGS,GCA_000069185.1,200,721272600,PRJEB2779,SAMEA2070557,413019259,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-09-03,2018-11-16,ERX310741,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458502,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070557,SMRL275-sc-2013-05-15T12:36:06Z-1626918,ERP001039,SC,2013-09-06T04:23:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070557,SMRL275-sc-2013-05-15T12:36:06Z-1626918,Mycobacterium abscessus subsp. massiliense,2005,275,respiratory system,Homo sapiens,1626918,United Kingdom,Diseased,massiliense,SMRL275,,,,,,,,,,,,,,,,,,,
ERR337837,WGS,GCA_000069185.1,200,574285600,PRJEB2779,SAMEA2068794,330130945,SC,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-09-03,2018-11-16,ERX310742,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458514,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068794,SMRL276-sc-2013-05-15T12:36:07Z-1626919,ERP001039,SC,2013-09-06T04:18:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068794,SMRL276-sc-2013-05-15T12:36:07Z-1626919,Mycobacterium abscessus subsp. massiliense,2005,276,respiratory system,Homo sapiens,1626919,United Kingdom,Diseased,massiliense,SMRL276,,,,,,,,,,,,,,,,,,,
ERR337838,WGS,GCA_000069185.1,200,527323200,PRJEB2779,SAMEA2071362,290690209,SC,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2013-09-03,2018-11-16,ERX310743,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458526,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071362,SMRL277-sc-2013-05-15T12:36:08Z-1626920,ERP001039,SC,2013-09-06T04:18:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071362,SMRL277-sc-2013-05-15T12:36:08Z-1626920,Mycobacterium abscessus subsp. abscessus,2005,277,respiratory system,Homo sapiens,1626920,United Kingdom,Diseased,abscessus,SMRL277,,,,,,,,,,,,,,,,,,,
ERR337839,WGS,GCA_000069185.1,200,483744600,PRJEB2779,SAMEA2070653,277888081,SC,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310744,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458538,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070653,SMRL278-sc-2013-05-15T12:36:09Z-1626921,ERP001039,SC,2013-09-06T04:22:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070653,SMRL278-sc-2013-05-15T12:36:09Z-1626921,Mycobacterium abscessus subsp. massiliense,2005,278,respiratory system,Homo sapiens,1626921,United Kingdom,Diseased,massiliense,SMRL278,,,,,,,,,,,,,,,,,,,
ERR337840,WGS,GCA_000069185.1,200,493735000,PRJEB2779,SAMEA2068795,278040752,SC,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310745,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458550,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068795,SMRL279-sc-2013-05-15T12:36:10Z-1626922,ERP001039,SC,2013-09-06T04:22:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068795,SMRL279-sc-2013-05-15T12:36:10Z-1626922,Mycobacterium abscessus subsp. abscessus,1900/2015,279,respiratory system,Homo sapiens,1626922,United Kingdom,Diseased,abscessus,SMRL279,,,,,,,,,,,,,,,,,,,
ERR337841,WGS,GCA_000069185.1,200,575848400,PRJEB2779,SAMEA2071363,313125151,SC,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2013-09-03,2018-11-16,ERX310746,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458467,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071363,SMRL280-sc-2013-05-15T12:36:12Z-1626923,ERP001039,SC,2013-09-06T04:18:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071363,SMRL280-sc-2013-05-15T12:36:12Z-1626923,Mycobacterium abscessus subsp. abscessus,2005,280,respiratory system,Homo sapiens,1626923,United Kingdom,Diseased,abscessus,SMRL280,,,,,,,,,,,,,,,,,,,
ERR337842,WGS,GCA_000069185.1,200,592892800,PRJEB2779,SAMEA2070654,331766408,SC,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2013-09-03,2018-11-16,ERX310747,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458479,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070654,SMRL281-sc-2013-05-15T12:36:12Z-1626924,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070654,SMRL281-sc-2013-05-15T12:36:12Z-1626924,Mycobacterium abscessus subsp. abscessus,2005,281,respiratory system,Homo sapiens,1626924,United Kingdom,Diseased,abscessus,SMRL281,,,,,,,,,,,,,,,,,,,
ERR337843,WGS,GCA_000069185.1,200,721332800,PRJEB2779,SAMEA2068796,419015024,SC,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2013-09-03,2018-11-16,ERX310748,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458491,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068796,SMRL282-sc-2013-05-15T12:36:14Z-1626925,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068796,SMRL282-sc-2013-05-15T12:36:14Z-1626925,Mycobacterium abscessus subsp. massiliense,2005,282,respiratory system,Homo sapiens,1626925,United Kingdom,Diseased,massiliense,SMRL282,,,,,,,,,,,,,,,,,,,
ERR337844,WGS,GCA_000069185.1,200,663570200,PRJEB2779,SAMEA2071364,365489073,SC,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2013-09-03,2018-11-16,ERX310749,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458503,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071364,SMRL283-sc-2013-05-15T12:36:15Z-1626926,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071364,SMRL283-sc-2013-05-15T12:36:15Z-1626926,Mycobacterium abscessus subsp. abscessus,2005,283,respiratory system,Homo sapiens,1626926,United Kingdom,Diseased,abscessus,SMRL283,,,,,,,,,,,,,,,,,,,
ERR337845,WGS,GCA_000069185.1,200,479865600,PRJEB2779,SAMEA2070655,279874809,SC,public,"sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2013-09-03,2018-11-16,ERX310750,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458515,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070655,SMRL284-sc-2013-05-15T12:36:16Z-1626927,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070655,SMRL284-sc-2013-05-15T12:36:16Z-1626927,Mycobacterium abscessus subsp. massiliense,2005,284,respiratory system,Homo sapiens,1626927,United Kingdom,Diseased,massiliense,SMRL284,,,,,,,,,,,,,,,,,,,
ERR337846,WGS,GCA_000069185.1,200,463380400,PRJEB2779,SAMEA2068797,257740307,SC,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-09-03,2018-11-16,ERX310751,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458527,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068797,SMRL285-sc-2013-05-15T12:36:17Z-1626928,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068797,SMRL285-sc-2013-05-15T12:36:17Z-1626928,Mycobacterium abscessus subsp. abscessus,2005,285,respiratory system,Homo sapiens,1626928,United Kingdom,Diseased,abscessus,SMRL285,,,,,,,,,,,,,,,,,,,
ERR337847,WGS,GCA_000069185.1,200,446553600,PRJEB2779,SAMEA2071365,259036855,SC,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2013-09-03,2018-11-16,ERX310752,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458539,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071365,SMRL286-sc-2013-05-15T12:36:18Z-1626930,ERP001039,SC,2013-09-06T05:12:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071365,SMRL286-sc-2013-05-15T12:36:18Z-1626930,Mycobacterium abscessus subsp. bolletii,2005,286,respiratory system,Homo sapiens,1626930,United Kingdom,Diseased,bolletii,SMRL286,,,,,,,,,,,,,,,,,,,
ERR337848,WGS,GCA_000069185.1,200,487370400,PRJEB2779,SAMEA1966485,280847538,SC,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2013-09-03,2018-11-16,ERX310753,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458551,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA1966485,SMRL287-sc-2013-05-15T12:36:19Z-1626931,ERP001039,SC,2013-09-06T05:12:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA1966485,SMRL287-sc-2013-05-15T12:36:19Z-1626931,Mycobacterium abscessus subsp. massiliense,2005,287,respiratory system,Homo sapiens,1626931,United Kingdom,Diseased,massiliense,SMRL287,,,,,,,,,,,,,,,,,,,
ERR337849,WGS,GCA_000069185.1,200,642805000,PRJEB2779,SAMEA2068798,367936294,SC,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-09-03,2018-11-16,ERX310754,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458468,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068798,SMRL288-sc-2013-05-15T12:36:20Z-1626932,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068798,SMRL288-sc-2013-05-15T12:36:20Z-1626932,Mycobacterium abscessus subsp. bolletii,2006,288,respiratory system,Homo sapiens,1626932,United Kingdom,Diseased,bolletii,SMRL288,,,,,,,,,,,,,,,,,,,
ERR337850,WGS,GCA_000069185.1,200,441658200,PRJEB2779,SAMEA2071366,258205650,SC,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2013-09-03,2018-11-16,ERX310755,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458480,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071366,SMRL289-sc-2013-05-15T12:36:21Z-1626933,ERP001039,SC,2013-09-06T05:12:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071366,SMRL289-sc-2013-05-15T12:36:21Z-1626933,Mycobacterium abscessus subsp. massiliense,2006,289,respiratory system,Homo sapiens,1626933,United Kingdom,Diseased,massiliense,SMRL289,,,,,,,,,,,,,,,,,,,
ERR337851,WGS,GCA_000069185.1,200,591516800,PRJEB2779,SAMEA2070656,339276418,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2013-09-03,2018-11-16,ERX310756,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:32Z,public,Illumina HiSeq 2000,7458492,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070656,SMRL290-sc-2013-05-15T12:36:22Z-1626934,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070656,SMRL290-sc-2013-05-15T12:36:22Z-1626934,Mycobacterium abscessus subsp. massiliense,2006,290,respiratory system,Homo sapiens,1626934,United Kingdom,Diseased,massiliense,SMRL290,,,,,,,,,,,,,,,,,,,
ERR337852,WGS,GCA_000069185.1,200,498661000,PRJEB2779,SAMEA2068799,263949400,SC,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2013-09-03,2018-11-16,ERX310757,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458504,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068799,SMRL291-sc-2013-05-15T12:36:23Z-1626935,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068799,SMRL291-sc-2013-05-15T12:36:23Z-1626935,Mycobacterium abscessus subsp. abscessus,2006,291,respiratory system,Homo sapiens,1626935,United Kingdom,Diseased,abscessus,SMRL291,,,,,,,,,,,,,,,,,,,
ERR337853,WGS,GCA_000069185.1,200,547400800,PRJEB2779,SAMEA2071367,315085434,SC,public,"run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2013-09-03,2018-11-16,ERX310758,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458516,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071367,SMRL292-sc-2013-05-15T12:36:25Z-1626936,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071367,SMRL292-sc-2013-05-15T12:36:25Z-1626936,Mycobacterium abscessus subsp. massiliense,2006,292,respiratory system,Homo sapiens,1626936,United Kingdom,Diseased,massiliense,SMRL292,,,,,,,,,,,,,,,,,,,
ERR337854,WGS,GCA_000069185.1,200,482199800,PRJEB2779,SAMEA2070657,265581391,SC,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310759,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458528,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070657,SMRL293-sc-2013-05-15T12:36:26Z-1626937,ERP001039,SC,2013-09-06T05:13:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070657,SMRL293-sc-2013-05-15T12:36:26Z-1626937,Mycobacterium abscessus subsp. abscessus,2006,293,respiratory system,Homo sapiens,1626937,United Kingdom,Diseased,abscessus,SMRL293,,,,,,,,,,,,,,,,,,,
ERR337855,WGS,GCA_000069185.1,200,503729800,PRJEB2779,SAMEA2068800,289793368,SC,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2013-09-03,2018-11-16,ERX310760,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458540,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068800,SMRL294-sc-2013-05-15T12:36:27Z-1626938,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068800,SMRL294-sc-2013-05-15T12:36:27Z-1626938,Mycobacterium abscessus subsp. massiliense,2006,294,respiratory system,Homo sapiens,1626938,United Kingdom,Diseased,massiliense,SMRL294,,,,,,,,,,,,,,,,,,,
ERR337856,WGS,GCA_000069185.1,200,494284600,PRJEB2779,SAMEA2071368,288178460,SC,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2013-09-03,2018-11-16,ERX310761,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458552,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. bolletii,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071368,SMRL295-sc-2013-05-15T12:36:28Z-1626939,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071368,SMRL295-sc-2013-05-15T12:36:28Z-1626939,Mycobacterium abscessus subsp. bolletii,2006,295,respiratory system,Homo sapiens,1626939,United Kingdom,Diseased,bolletii,SMRL295,,,,,,,,,,,,,,,,,,,
ERR337857,WGS,GCA_000069185.1,200,514896200,PRJEB2779,SAMEA2070658,288027585,SC,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310762,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458469,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070658,SMRL296-sc-2013-05-15T12:36:29Z-1626940,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070658,SMRL296-sc-2013-05-15T12:36:29Z-1626940,Mycobacterium abscessus subsp. abscessus,2006,296,respiratory system,Homo sapiens,1626940,United Kingdom,Diseased,abscessus,SMRL296,,,,,,,,,,,,,,,,,,,
ERR337858,WGS,GCA_000069185.1,200,609129200,PRJEB2779,SAMEA2068801,338422102,SC,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310763,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458481,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068801,SMRL297-sc-2013-05-15T12:36:31Z-1626941,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068801,SMRL297-sc-2013-05-15T12:36:31Z-1626941,Mycobacterium abscessus subsp. abscessus,2006,297,respiratory system,Homo sapiens,1626941,United Kingdom,Diseased,abscessus,SMRL297,,,,,,,,,,,,,,,,,,,
ERR337859,WGS,GCA_000069185.1,200,658536400,PRJEB2779,SAMEA2071369,369423260,SC,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2013-09-03,2018-11-16,ERX310764,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458493,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071369,SMRL298-sc-2013-05-15T12:36:32Z-1626942,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071369,SMRL298-sc-2013-05-15T12:36:32Z-1626942,Mycobacterium abscessus subsp. abscessus,2006,298,respiratory system,Homo sapiens,1626942,United Kingdom,Diseased,abscessus,SMRL298,,,,,,,,,,,,,,,,,,,
ERR337860,WGS,GCA_000069185.1,200,612631800,PRJEB2779,SAMEA2070659,341791369,SC,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2013-09-03,2018-11-16,ERX310765,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458505,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070659,SMRL299-sc-2013-05-15T12:36:33Z-1626943,ERP001039,SC,2013-09-06T05:15:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070659,SMRL299-sc-2013-05-15T12:36:33Z-1626943,Mycobacterium abscessus subsp. abscessus,2006,299,respiratory system,Homo sapiens,1626943,United Kingdom,Diseased,abscessus,SMRL299,,,,,,,,,,,,,,,,,,,
ERR337861,WGS,GCA_000069185.1,200,564957600,PRJEB2779,SAMEA2068802,330765698,SC,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2013-09-03,2018-11-16,ERX310766,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458517,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068802,SMRL300-sc-2013-05-15T12:36:34Z-1626944,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068802,SMRL300-sc-2013-05-15T12:36:34Z-1626944,Mycobacterium abscessus subsp. massiliense,2006,300,respiratory system,Homo sapiens,1626944,United Kingdom,Diseased,massiliense,SMRL300,,,,,,,,,,,,,,,,,,,
ERR337862,WGS,GCA_000069185.1,200,528094000,PRJEB2779,SAMEA2071370,306730495,SC,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2013-09-03,2018-11-16,ERX310767,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458529,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2071370,SMRL301-sc-2013-05-15T12:36:35Z-1626945,ERP001039,SC,2013-09-06T05:15:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2071370,SMRL301-sc-2013-05-15T12:36:35Z-1626945,Mycobacterium abscessus subsp. massiliense,2006,301,respiratory system,Homo sapiens,1626945,United Kingdom,Diseased,massiliense,SMRL301,,,,,,,,,,,,,,,,,,,
ERR337863,WGS,GCA_000069185.1,200,515897000,PRJEB2779,SAMEA2070660,287830489,SC,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310768,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458541,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2070660,SMRL302-sc-2013-05-15T12:36:36Z-1626946,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2070660,SMRL302-sc-2013-05-15T12:36:36Z-1626946,Mycobacterium abscessus subsp. abscessus,2006,302,respiratory system,Homo sapiens,1626946,United Kingdom,Diseased,abscessus,SMRL302,,,,,,,,,,,,,,,,,,,
ERR337864,WGS,GCA_000069185.1,200,532655200,PRJEB2779,SAMEA2068803,304784538,SC,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2013-09-03,2018-11-16,ERX310769,Wellcome Sanger Institute,2013-09-03T09:11:13Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458553,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. massiliense,ILLUMINA,2013-09-12T00:00:00Z,SAMEA2068803,SMRL303-sc-2013-05-15T12:36:38Z-1626947,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA2068803,SMRL303-sc-2013-05-15T12:36:38Z-1626947,Mycobacterium abscessus subsp. massiliense,2006,303,respiratory system,Homo sapiens,1626947,United Kingdom,Diseased,massiliense,SMRL303,,,,,,,,,,,,,,,,,,,
ERR337865,WGS,GCA_000069185.1,200,496186800,PRJEB2779,SAMEA1969449,270387238,SC,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2013-09-03,2018-11-16,ERX310770,Wellcome Sanger Institute,2013-09-03T09:11:12Z,2017-03-08T09:16:33Z,public,Illumina HiSeq 2000,7458470,PAIRED,RANDOM,GENOMIC,Mycobacteroides abscessus subsp. abscessus,ILLUMINA,2013-09-12T00:00:00Z,SAMEA1969449,SMRL304-sc-2013-05-15T12:36:39Z-1626948,ERP001039,SC,2013-09-06T05:14:00Z,1,2013-09-03,"2016-10-21,2017-03-08",SAMEA1969449,SMRL304-sc-2013-05-15T12:36:39Z-1626948,Mycobacterium abscessus subsp. abscessus,2006,304,respiratory system,Homo sapiens,1626948,United Kingdom,Diseased,abscessus,SMRL304,,,,,,,,,,,,,,,,,,,
